record_id,status,publication_state,title,record_type,period_id,period_label,date_start,date_end,visual_system_id,visual_system_label,region,locality,community_or_culture,creator_or_authority,creator_role,institution_or_collection,object_or_record_type,medium_or_format,language,description,historical_significance,source_name,source_url,secondary_source_url,source_type,rights_status,rights_note,verification_level,verification_notes,research_priority,research_question,provenance_or_custody_note,community_authority_required,linked_record_ids,tags,build_id
ARED-GH-02014,queued,research target; no object claim,"Upper West Region: Memory, proverb and performance — institution or collection record research target 4",institution or collection record,P5,"Post-independence public and popular graphics, 1966–1992",,,V2,"Memory, proverb and performance",Upper West Region,Wa; Dagaaba and Sissala areas,To be identified through local research,Unknown / to be researched,To be identified,Asafo companies; Fowler Museum; Royal Ontario Museum; Smithsonian; community custodians,institution or collection record,To be documented,"Record local language(s), English and visual/proverbial interpretation where relevant",Structured research placeholder. This row does not assert that a specific object or maker has been verified.,"Designed to prevent gaps in the national catalogue for Upper West Region and the visual system 'Memory, proverb and performance'.",Asafo companies; Fowler Museum; Royal Ontario Museum; Smithsonian; community custodians,https://fowler.ucla.edu/product/art-honor-ridicule-asafo-flags-southern-ghana/,,research lead,unassessed,"Do not ingest images or protected knowledge until rights, consent and community authority are documented.",unverified_queue,Requires at least two independent sources or one authoritative primary source before publication.,medium,"Identify a specific institution or collection record in Upper West Region connected to Memory, proverb and performance; record maker, date, locality, language, use, medium, provenance, community interpretation, source URLs, rights and custodial authority.",To be established; include colonial acquisition and movement history where relevant.,Assess before documentation or publication,,"research queue; Upper West Region; Memory, proverb and performance; institution or collection record",2026-07-05-taxonomy-v1
ARED-GH-02015,queued,research target; no object claim,"Upper West Region: Memory, proverb and performance — institution or collection record research target 5",institution or collection record,P6,"Democratic, digital and diasporic design, 1992–present",,,V2,"Memory, proverb and performance",Upper West Region,Wa; Dagaaba and Sissala areas,To be identified through local research,Unknown / to be researched,To be identified,Asafo companies; Fowler Museum; Royal Ontario Museum; Smithsonian; community custodians,institution or collection record,To be documented,"Record local language(s), English and visual/proverbial interpretation where relevant",Structured research placeholder. This row does not assert that a specific object or maker has been verified.,"Designed to prevent gaps in the national catalogue for Upper West Region and the visual system 'Memory, proverb and performance'.",Asafo companies; Fowler Museum; Royal Ontario Museum; Smithsonian; community custodians,https://fowler.ucla.edu/product/art-honor-ridicule-asafo-flags-southern-ghana/,,research lead,unassessed,"Do not ingest images or protected knowledge until rights, consent and community authority are documented.",unverified_queue,Requires at least two independent sources or one authoritative primary source before publication.,exploratory,"Identify a specific institution or collection record in Upper West Region connected to Memory, proverb and performance; record maker, date, locality, language, use, medium, provenance, community interpretation, source URLs, rights and custodial authority.",To be established; include colonial acquisition and movement history where relevant.,Assess before documentation or publication,,"research queue; Upper West Region; Memory, proverb and performance; institution or collection record",2026-07-05-taxonomy-v1
ARED-GH-02016,queued,research target; no object claim,"Upper West Region: Memory, proverb and performance — oral-history interview research target 1",oral-history interview,P1,Visual systems before colonial rule,,,V2,"Memory, proverb and performance",Upper West Region,Wa; Dagaaba and Sissala areas,To be identified through local research,Unknown / to be researched,To be identified,Asafo companies; Fowler Museum; Royal Ontario Museum; Smithsonian; community custodians,oral-history interview,To be documented,"Record local language(s), English and visual/proverbial interpretation where relevant",Structured research placeholder. This row does not assert that a specific object or maker has been verified.,"Designed to prevent gaps in the national catalogue for Upper West Region and the visual system 'Memory, proverb and performance'.",Asafo companies; Fowler Museum; Royal Ontario Museum; Smithsonian; community custodians,https://fowler.ucla.edu/product/art-honor-ridicule-asafo-flags-southern-ghana/,,research lead,unassessed,"Do not ingest images or protected knowledge until rights, consent and community authority are documented.",unverified_queue,Requires at least two independent sources or one authoritative primary source before publication.,high,"Identify a specific oral-history interview in Upper West Region connected to Memory, proverb and performance; record maker, date, locality, language, use, medium, provenance, community interpretation, source URLs, rights and custodial authority.",To be established; include colonial acquisition and movement history where relevant.,Assess before documentation or publication,,"research queue; Upper West Region; Memory, proverb and performance; oral-history interview",2026-07-05-taxonomy-v1
ARED-GH-02017,queued,research target; no object claim,"Upper West Region: Memory, proverb and performance — oral-history interview research target 2",oral-history interview,P2,"Coastal contact and transcultural exchange, c. 1471–1874",,,V2,"Memory, proverb and performance",Upper West Region,Wa; Dagaaba and Sissala areas,To be identified through local research,Unknown / to be researched,To be identified,Asafo companies; Fowler Museum; Royal Ontario Museum; Smithsonian; community custodians,oral-history interview,To be documented,"Record local language(s), English and visual/proverbial interpretation where relevant",Structured research placeholder. This row does not assert that a specific object or maker has been verified.,"Designed to prevent gaps in the national catalogue for Upper West Region and the visual system 'Memory, proverb and performance'.",Asafo companies; Fowler Museum; Royal Ontario Museum; Smithsonian; community custodians,https://fowler.ucla.edu/product/art-honor-ridicule-asafo-flags-southern-ghana/,,research lead,unassessed,"Do not ingest images or protected knowledge until rights, consent and community authority are documented.",unverified_queue,Requires at least two independent sources or one authoritative primary source before publication.,high,"Identify a specific oral-history interview in Upper West Region connected to Memory, proverb and performance; record maker, date, locality, language, use, medium, provenance, community interpretation, source URLs, rights and custodial authority.",To be established; include colonial acquisition and movement history where relevant.,Assess before documentation or publication,,"research queue; Upper West Region; Memory, proverb and performance; oral-history interview",2026-07-05-taxonomy-v1
ARED-GH-02018,queued,research target; no object claim,"Upper West Region: Memory, proverb and performance — oral-history interview research target 3",oral-history interview,P3,"Colonial print and institutional design, 1874–1945",,,V2,"Memory, proverb and performance",Upper West Region,Wa; Dagaaba and Sissala areas,To be identified through local research,Unknown / to be researched,To be identified,Asafo companies; Fowler Museum; Royal Ontario Museum; Smithsonian; community custodians,oral-history interview,To be documented,"Record local language(s), English and visual/proverbial interpretation where relevant",Structured research placeholder. This row does not assert that a specific object or maker has been verified.,"Designed to prevent gaps in the national catalogue for Upper West Region and the visual system 'Memory, proverb and performance'.",Asafo companies; Fowler Museum; Royal Ontario Museum; Smithsonian; community custodians,https://fowler.ucla.edu/product/art-honor-ridicule-asafo-flags-southern-ghana/,,research lead,unassessed,"Do not ingest images or protected knowledge until rights, consent and community authority are documented.",unverified_queue,Requires at least two independent sources or one authoritative primary source before publication.,medium,"Identify a specific oral-history interview in Upper West Region connected to Memory, proverb and performance; record maker, date, locality, language, use, medium, provenance, community interpretation, source URLs, rights and custodial authority.",To be established; include colonial acquisition and movement history where relevant.,Assess before documentation or publication,,"research queue; Upper West Region; Memory, proverb and performance; oral-history interview",2026-07-05-taxonomy-v1
ARED-GH-02019,queued,research target; no object claim,"Upper West Region: Memory, proverb and performance — oral-history interview research target 4",oral-history interview,P5,"Post-independence public and popular graphics, 1966–1992",,,V2,"Memory, proverb and performance",Upper West Region,Wa; Dagaaba and Sissala areas,To be identified through local research,Unknown / to be researched,To be identified,Asafo companies; Fowler Museum; Royal Ontario Museum; Smithsonian; community custodians,oral-history interview,To be documented,"Record local language(s), English and visual/proverbial interpretation where relevant",Structured research placeholder. This row does not assert that a specific object or maker has been verified.,"Designed to prevent gaps in the national catalogue for Upper West Region and the visual system 'Memory, proverb and performance'.",Asafo companies; Fowler Museum; Royal Ontario Museum; Smithsonian; community custodians,https://fowler.ucla.edu/product/art-honor-ridicule-asafo-flags-southern-ghana/,,research lead,unassessed,"Do not ingest images or protected knowledge until rights, consent and community authority are documented.",unverified_queue,Requires at least two independent sources or one authoritative primary source before publication.,medium,"Identify a specific oral-history interview in Upper West Region connected to Memory, proverb and performance; record maker, date, locality, language, use, medium, provenance, community interpretation, source URLs, rights and custodial authority.",To be established; include colonial acquisition and movement history where relevant.,Assess before documentation or publication,,"research queue; Upper West Region; Memory, proverb and performance; oral-history interview",2026-07-05-taxonomy-v1
ARED-GH-02020,queued,research target; no object claim,"Upper West Region: Memory, proverb and performance — oral-history interview research target 5",oral-history interview,P6,"Democratic, digital and diasporic design, 1992–present",,,V2,"Memory, proverb and performance",Upper West Region,Wa; Dagaaba and Sissala areas,To be identified through local research,Unknown / to be researched,To be identified,Asafo companies; Fowler Museum; Royal Ontario Museum; Smithsonian; community custodians,oral-history interview,To be documented,"Record local language(s), English and visual/proverbial interpretation where relevant",Structured research placeholder. This row does not assert that a specific object or maker has been verified.,"Designed to prevent gaps in the national catalogue for Upper West Region and the visual system 'Memory, proverb and performance'.",Asafo companies; Fowler Museum; Royal Ontario Museum; Smithsonian; community custodians,https://fowler.ucla.edu/product/art-honor-ridicule-asafo-flags-southern-ghana/,,research lead,unassessed,"Do not ingest images or protected knowledge until rights, consent and community authority are documented.",unverified_queue,Requires at least two independent sources or one authoritative primary source before publication.,exploratory,"Identify a specific oral-history interview in Upper West Region connected to Memory, proverb and performance; record maker, date, locality, language, use, medium, provenance, community interpretation, source URLs, rights and custodial authority.",To be established; include colonial acquisition and movement history where relevant.,Assess before documentation or publication,,"research queue; Upper West Region; Memory, proverb and performance; oral-history interview",2026-07-05-taxonomy-v1
ARED-GH-02021,queued,research target; no object claim,"Upper West Region: Memory, proverb and performance — publication or archival source research target 1",publication or archival source,P1,Visual systems before colonial rule,,,V2,"Memory, proverb and performance",Upper West Region,Wa; Dagaaba and Sissala areas,To be identified through local research,Unknown / to be researched,To be identified,Asafo companies; Fowler Museum; Royal Ontario Museum; Smithsonian; community custodians,publication or archival source,To be documented,"Record local language(s), English and visual/proverbial interpretation where relevant",Structured research placeholder. This row does not assert that a specific object or maker has been verified.,"Designed to prevent gaps in the national catalogue for Upper West Region and the visual system 'Memory, proverb and performance'.",Asafo companies; Fowler Museum; Royal Ontario Museum; Smithsonian; community custodians,https://fowler.ucla.edu/product/art-honor-ridicule-asafo-flags-southern-ghana/,,research lead,unassessed,"Do not ingest images or protected knowledge until rights, consent and community authority are documented.",unverified_queue,Requires at least two independent sources or one authoritative primary source before publication.,high,"Identify a specific publication or archival source in Upper West Region connected to Memory, proverb and performance; record maker, date, locality, language, use, medium, provenance, community interpretation, source URLs, rights and custodial authority.",To be established; include colonial acquisition and movement history where relevant.,Assess before documentation or publication,,"research queue; Upper West Region; Memory, proverb and performance; publication or archival source",2026-07-05-taxonomy-v1
ARED-GH-02022,queued,research target; no object claim,"Upper West Region: Memory, proverb and performance — publication or archival source research target 2",publication or archival source,P2,"Coastal contact and transcultural exchange, c. 1471–1874",,,V2,"Memory, proverb and performance",Upper West Region,Wa; Dagaaba and Sissala areas,To be identified through local research,Unknown / to be researched,To be identified,Asafo companies; Fowler Museum; Royal Ontario Museum; Smithsonian; community custodians,publication or archival source,To be documented,"Record local language(s), English and visual/proverbial interpretation where relevant",Structured research placeholder. This row does not assert that a specific object or maker has been verified.,"Designed to prevent gaps in the national catalogue for Upper West Region and the visual system 'Memory, proverb and performance'.",Asafo companies; Fowler Museum; Royal Ontario Museum; Smithsonian; community custodians,https://fowler.ucla.edu/product/art-honor-ridicule-asafo-flags-southern-ghana/,,research lead,unassessed,"Do not ingest images or protected knowledge until rights, consent and community authority are documented.",unverified_queue,Requires at least two independent sources or one authoritative primary source before publication.,high,"Identify a specific publication or archival source in Upper West Region connected to Memory, proverb and performance; record maker, date, locality, language, use, medium, provenance, community interpretation, source URLs, rights and custodial authority.",To be established; include colonial acquisition and movement history where relevant.,Assess before documentation or publication,,"research queue; Upper West Region; Memory, proverb and performance; publication or archival source",2026-07-05-taxonomy-v1
ARED-GH-02023,queued,research target; no object claim,"Upper West Region: Memory, proverb and performance — publication or archival source research target 3",publication or archival source,P3,"Colonial print and institutional design, 1874–1945",,,V2,"Memory, proverb and performance",Upper West Region,Wa; Dagaaba and Sissala areas,To be identified through local research,Unknown / to be researched,To be identified,Asafo companies; Fowler Museum; Royal Ontario Museum; Smithsonian; community custodians,publication or archival source,To be documented,"Record local language(s), English and visual/proverbial interpretation where relevant",Structured research placeholder. This row does not assert that a specific object or maker has been verified.,"Designed to prevent gaps in the national catalogue for Upper West Region and the visual system 'Memory, proverb and performance'.",Asafo companies; Fowler Museum; Royal Ontario Museum; Smithsonian; community custodians,https://fowler.ucla.edu/product/art-honor-ridicule-asafo-flags-southern-ghana/,,research lead,unassessed,"Do not ingest images or protected knowledge until rights, consent and community authority are documented.",unverified_queue,Requires at least two independent sources or one authoritative primary source before publication.,medium,"Identify a specific publication or archival source in Upper West Region connected to Memory, proverb and performance; record maker, date, locality, language, use, medium, provenance, community interpretation, source URLs, rights and custodial authority.",To be established; include colonial acquisition and movement history where relevant.,Assess before documentation or publication,,"research queue; Upper West Region; Memory, proverb and performance; publication or archival source",2026-07-05-taxonomy-v1
ARED-GH-02024,queued,research target; no object claim,"Upper West Region: Memory, proverb and performance — publication or archival source research target 4",publication or archival source,P5,"Post-independence public and popular graphics, 1966–1992",,,V2,"Memory, proverb and performance",Upper West Region,Wa; Dagaaba and Sissala areas,To be identified through local research,Unknown / to be researched,To be identified,Asafo companies; Fowler Museum; Royal Ontario Museum; Smithsonian; community custodians,publication or archival source,To be documented,"Record local language(s), English and visual/proverbial interpretation where relevant",Structured research placeholder. This row does not assert that a specific object or maker has been verified.,"Designed to prevent gaps in the national catalogue for Upper West Region and the visual system 'Memory, proverb and performance'.",Asafo companies; Fowler Museum; Royal Ontario Museum; Smithsonian; community custodians,https://fowler.ucla.edu/product/art-honor-ridicule-asafo-flags-southern-ghana/,,research lead,unassessed,"Do not ingest images or protected knowledge until rights, consent and community authority are documented.",unverified_queue,Requires at least two independent sources or one authoritative primary source before publication.,medium,"Identify a specific publication or archival source in Upper West Region connected to Memory, proverb and performance; record maker, date, locality, language, use, medium, provenance, community interpretation, source URLs, rights and custodial authority.",To be established; include colonial acquisition and movement history where relevant.,Assess before documentation or publication,,"research queue; Upper West Region; Memory, proverb and performance; publication or archival source",2026-07-05-taxonomy-v1
ARED-GH-02025,queued,research target; no object claim,"Upper West Region: Memory, proverb and performance — publication or archival source research target 5",publication or archival source,P6,"Democratic, digital and diasporic design, 1992–present",,,V2,"Memory, proverb and performance",Upper West Region,Wa; Dagaaba and Sissala areas,To be identified through local research,Unknown / to be researched,To be identified,Asafo companies; Fowler Museum; Royal Ontario Museum; Smithsonian; community custodians,publication or archival source,To be documented,"Record local language(s), English and visual/proverbial interpretation where relevant",Structured research placeholder. This row does not assert that a specific object or maker has been verified.,"Designed to prevent gaps in the national catalogue for Upper West Region and the visual system 'Memory, proverb and performance'.",Asafo companies; Fowler Museum; Royal Ontario Museum; Smithsonian; community custodians,https://fowler.ucla.edu/product/art-honor-ridicule-asafo-flags-southern-ghana/,,research lead,unassessed,"Do not ingest images or protected knowledge until rights, consent and community authority are documented.",unverified_queue,Requires at least two independent sources or one authoritative primary source before publication.,exploratory,"Identify a specific publication or archival source in Upper West Region connected to Memory, proverb and performance; record maker, date, locality, language, use, medium, provenance, community interpretation, source URLs, rights and custodial authority.",To be established; include colonial acquisition and movement history where relevant.,Assess before documentation or publication,,"research queue; Upper West Region; Memory, proverb and performance; publication or archival source",2026-07-05-taxonomy-v1
ARED-GH-02026,queued,research target; no object claim,"Upper West Region: Cloth, pattern and social identity — object or artefact record research target 1",object or artefact record,P1,Visual systems before colonial rule,,,V3,"Cloth, pattern and social identity",Upper West Region,Wa; Dagaaba and Sissala areas,To be identified through local research,Unknown / to be researched,To be identified,Textile workshops; British Museum; Metropolitan Museum; KNUST textile research; community weavers,object or artefact record,To be documented,"Record local language(s), English and visual/proverbial interpretation where relevant",Structured research placeholder. This row does not assert that a specific object or maker has been verified.,"Designed to prevent gaps in the national catalogue for Upper West Region and the visual system 'Cloth, pattern and social identity'.",Textile workshops; British Museum; Metropolitan Museum; KNUST textile research; community weavers,https://www.metmuseum.org/art/collection/search/687569,,research lead,unassessed,"Do not ingest images or protected knowledge until rights, consent and community authority are documented.",unverified_queue,Requires at least two independent sources or one authoritative primary source before publication.,high,"Identify a specific object or artefact record in Upper West Region connected to Cloth, pattern and social identity; record maker, date, locality, language, use, medium, provenance, community interpretation, source URLs, rights and custodial authority.",To be established; include colonial acquisition and movement history where relevant.,Assess before documentation or publication,,"research queue; Upper West Region; Cloth, pattern and social identity; object or artefact record",2026-07-05-taxonomy-v1
ARED-GH-02027,queued,research target; no object claim,"Upper West Region: Cloth, pattern and social identity — object or artefact record research target 2",object or artefact record,P2,"Coastal contact and transcultural exchange, c. 1471–1874",,,V3,"Cloth, pattern and social identity",Upper West Region,Wa; Dagaaba and Sissala areas,To be identified through local research,Unknown / to be researched,To be identified,Textile workshops; British Museum; Metropolitan Museum; KNUST textile research; community weavers,object or artefact record,To be documented,"Record local language(s), English and visual/proverbial interpretation where relevant",Structured research placeholder. This row does not assert that a specific object or maker has been verified.,"Designed to prevent gaps in the national catalogue for Upper West Region and the visual system 'Cloth, pattern and social identity'.",Textile workshops; British Museum; Metropolitan Museum; KNUST textile research; community weavers,https://www.metmuseum.org/art/collection/search/687569,,research lead,unassessed,"Do not ingest images or protected knowledge until rights, consent and community authority are documented.",unverified_queue,Requires at least two independent sources or one authoritative primary source before publication.,high,"Identify a specific object or artefact record in Upper West Region connected to Cloth, pattern and social identity; record maker, date, locality, language, use, medium, provenance, community interpretation, source URLs, rights and custodial authority.",To be established; include colonial acquisition and movement history where relevant.,Assess before documentation or publication,,"research queue; Upper West Region; Cloth, pattern and social identity; object or artefact record",2026-07-05-taxonomy-v1
ARED-GH-02028,queued,research target; no object claim,"Upper West Region: Cloth, pattern and social identity — object or artefact record research target 3",object or artefact record,P3,"Colonial print and institutional design, 1874–1945",,,V3,"Cloth, pattern and social identity",Upper West Region,Wa; Dagaaba and Sissala areas,To be identified through local research,Unknown / to be researched,To be identified,Textile workshops; British Museum; Metropolitan Museum; KNUST textile research; community weavers,object or artefact record,To be documented,"Record local language(s), English and visual/proverbial interpretation where relevant",Structured research placeholder. This row does not assert that a specific object or maker has been verified.,"Designed to prevent gaps in the national catalogue for Upper West Region and the visual system 'Cloth, pattern and social identity'.",Textile workshops; British Museum; Metropolitan Museum; KNUST textile research; community weavers,https://www.metmuseum.org/art/collection/search/687569,,research lead,unassessed,"Do not ingest images or protected knowledge until rights, consent and community authority are documented.",unverified_queue,Requires at least two independent sources or one authoritative primary source before publication.,medium,"Identify a specific object or artefact record in Upper West Region connected to Cloth, pattern and social identity; record maker, date, locality, language, use, medium, provenance, community interpretation, source URLs, rights and custodial authority.",To be established; include colonial acquisition and movement history where relevant.,Assess before documentation or publication,,"research queue; Upper West Region; Cloth, pattern and social identity; object or artefact record",2026-07-05-taxonomy-v1
ARED-GH-02029,queued,research target; no object claim,"Upper West Region: Cloth, pattern and social identity — object or artefact record research target 4",object or artefact record,P5,"Post-independence public and popular graphics, 1966–1992",,,V3,"Cloth, pattern and social identity",Upper West Region,Wa; Dagaaba and Sissala areas,To be identified through local research,Unknown / to be researched,To be identified,Textile workshops; British Museum; Metropolitan Museum; KNUST textile research; community weavers,object or artefact record,To be documented,"Record local language(s), English and visual/proverbial interpretation where relevant",Structured research placeholder. This row does not assert that a specific object or maker has been verified.,"Designed to prevent gaps in the national catalogue for Upper West Region and the visual system 'Cloth, pattern and social identity'.",Textile workshops; British Museum; Metropolitan Museum; KNUST textile research; community weavers,https://www.metmuseum.org/art/collection/search/687569,,research lead,unassessed,"Do not ingest images or protected knowledge until rights, consent and community authority are documented.",unverified_queue,Requires at least two independent sources or one authoritative primary source before publication.,medium,"Identify a specific object or artefact record in Upper West Region connected to Cloth, pattern and social identity; record maker, date, locality, language, use, medium, provenance, community interpretation, source URLs, rights and custodial authority.",To be established; include colonial acquisition and movement history where relevant.,Assess before documentation or publication,,"research queue; Upper West Region; Cloth, pattern and social identity; object or artefact record",2026-07-05-taxonomy-v1
ARED-GH-02030,queued,research target; no object claim,"Upper West Region: Cloth, pattern and social identity — object or artefact record research target 5",object or artefact record,P6,"Democratic, digital and diasporic design, 1992–present",,,V3,"Cloth, pattern and social identity",Upper West Region,Wa; Dagaaba and Sissala areas,To be identified through local research,Unknown / to be researched,To be identified,Textile workshops; British Museum; Metropolitan Museum; KNUST textile research; community weavers,object or artefact record,To be documented,"Record local language(s), English and visual/proverbial interpretation where relevant",Structured research placeholder. This row does not assert that a specific object or maker has been verified.,"Designed to prevent gaps in the national catalogue for Upper West Region and the visual system 'Cloth, pattern and social identity'.",Textile workshops; British Museum; Metropolitan Museum; KNUST textile research; community weavers,https://www.metmuseum.org/art/collection/search/687569,,research lead,unassessed,"Do not ingest images or protected knowledge until rights, consent and community authority are documented.",unverified_queue,Requires at least two independent sources or one authoritative primary source before publication.,exploratory,"Identify a specific object or artefact record in Upper West Region connected to Cloth, pattern and social identity; record maker, date, locality, language, use, medium, provenance, community interpretation, source URLs, rights and custodial authority.",To be established; include colonial acquisition and movement history where relevant.,Assess before documentation or publication,,"research queue; Upper West Region; Cloth, pattern and social identity; object or artefact record",2026-07-05-taxonomy-v1
ARED-GH-02031,queued,research target; no object claim,"Upper West Region: Cloth, pattern and social identity — maker or workshop authority record research target 1",maker or workshop authority record,P1,Visual systems before colonial rule,,,V3,"Cloth, pattern and social identity",Upper West Region,Wa; Dagaaba and Sissala areas,To be identified through local research,Unknown / to be researched,To be identified,Textile workshops; British Museum; Metropolitan Museum; KNUST textile research; community weavers,maker or workshop authority record,To be documented,"Record local language(s), English and visual/proverbial interpretation where relevant",Structured research placeholder. This row does not assert that a specific object or maker has been verified.,"Designed to prevent gaps in the national catalogue for Upper West Region and the visual system 'Cloth, pattern and social identity'.",Textile workshops; British Museum; Metropolitan Museum; KNUST textile research; community weavers,https://www.metmuseum.org/art/collection/search/687569,,research lead,unassessed,"Do not ingest images or protected knowledge until rights, consent and community authority are documented.",unverified_queue,Requires at least two independent sources or one authoritative primary source before publication.,high,"Identify a specific maker or workshop authority record in Upper West Region connected to Cloth, pattern and social identity; record maker, date, locality, language, use, medium, provenance, community interpretation, source URLs, rights and custodial authority.",To be established; include colonial acquisition and movement history where relevant.,Assess before documentation or publication,,"research queue; Upper West Region; Cloth, pattern and social identity; maker or workshop authority record",2026-07-05-taxonomy-v1
ARED-GH-02032,queued,research target; no object claim,"Upper West Region: Cloth, pattern and social identity — maker or workshop authority record research target 2",maker or workshop authority record,P2,"Coastal contact and transcultural exchange, c. 1471–1874",,,V3,"Cloth, pattern and social identity",Upper West Region,Wa; Dagaaba and Sissala areas,To be identified through local research,Unknown / to be researched,To be identified,Textile workshops; British Museum; Metropolitan Museum; KNUST textile research; community weavers,maker or workshop authority record,To be documented,"Record local language(s), English and visual/proverbial interpretation where relevant",Structured research placeholder. This row does not assert that a specific object or maker has been verified.,"Designed to prevent gaps in the national catalogue for Upper West Region and the visual system 'Cloth, pattern and social identity'.",Textile workshops; British Museum; Metropolitan Museum; KNUST textile research; community weavers,https://www.metmuseum.org/art/collection/search/687569,,research lead,unassessed,"Do not ingest images or protected knowledge until rights, consent and community authority are documented.",unverified_queue,Requires at least two independent sources or one authoritative primary source before publication.,high,"Identify a specific maker or workshop authority record in Upper West Region connected to Cloth, pattern and social identity; record maker, date, locality, language, use, medium, provenance, community interpretation, source URLs, rights and custodial authority.",To be established; include colonial acquisition and movement history where relevant.,Assess before documentation or publication,,"research queue; Upper West Region; Cloth, pattern and social identity; maker or workshop authority record",2026-07-05-taxonomy-v1
ARED-GH-02033,queued,research target; no object claim,"Upper West Region: Cloth, pattern and social identity — maker or workshop authority record research target 3",maker or workshop authority record,P3,"Colonial print and institutional design, 1874–1945",,,V3,"Cloth, pattern and social identity",Upper West Region,Wa; Dagaaba and Sissala areas,To be identified through local research,Unknown / to be researched,To be identified,Textile workshops; British Museum; Metropolitan Museum; KNUST textile research; community weavers,maker or workshop authority record,To be documented,"Record local language(s), English and visual/proverbial interpretation where relevant",Structured research placeholder. This row does not assert that a specific object or maker has been verified.,"Designed to prevent gaps in the national catalogue for Upper West Region and the visual system 'Cloth, pattern and social identity'.",Textile workshops; British Museum; Metropolitan Museum; KNUST textile research; community weavers,https://www.metmuseum.org/art/collection/search/687569,,research lead,unassessed,"Do not ingest images or protected knowledge until rights, consent and community authority are documented.",unverified_queue,Requires at least two independent sources or one authoritative primary source before publication.,medium,"Identify a specific maker or workshop authority record in Upper West Region connected to Cloth, pattern and social identity; record maker, date, locality, language, use, medium, provenance, community interpretation, source URLs, rights and custodial authority.",To be established; include colonial acquisition and movement history where relevant.,Assess before documentation or publication,,"research queue; Upper West Region; Cloth, pattern and social identity; maker or workshop authority record",2026-07-05-taxonomy-v1
ARED-GH-02034,queued,research target; no object claim,"Upper West Region: Cloth, pattern and social identity — maker or workshop authority record research target 4",maker or workshop authority record,P5,"Post-independence public and popular graphics, 1966–1992",,,V3,"Cloth, pattern and social identity",Upper West Region,Wa; Dagaaba and Sissala areas,To be identified through local research,Unknown / to be researched,To be identified,Textile workshops; British Museum; Metropolitan Museum; KNUST textile research; community weavers,maker or workshop authority record,To be documented,"Record local language(s), English and visual/proverbial interpretation where relevant",Structured research placeholder. This row does not assert that a specific object or maker has been verified.,"Designed to prevent gaps in the national catalogue for Upper West Region and the visual system 'Cloth, pattern and social identity'.",Textile workshops; British Museum; Metropolitan Museum; KNUST textile research; community weavers,https://www.metmuseum.org/art/collection/search/687569,,research lead,unassessed,"Do not ingest images or protected knowledge until rights, consent and community authority are documented.",unverified_queue,Requires at least two independent sources or one authoritative primary source before publication.,medium,"Identify a specific maker or workshop authority record in Upper West Region connected to Cloth, pattern and social identity; record maker, date, locality, language, use, medium, provenance, community interpretation, source URLs, rights and custodial authority.",To be established; include colonial acquisition and movement history where relevant.,Assess before documentation or publication,,"research queue; Upper West Region; Cloth, pattern and social identity; maker or workshop authority record",2026-07-05-taxonomy-v1
ARED-GH-02035,queued,research target; no object claim,"Upper West Region: Cloth, pattern and social identity — maker or workshop authority record research target 5",maker or workshop authority record,P6,"Democratic, digital and diasporic design, 1992–present",,,V3,"Cloth, pattern and social identity",Upper West Region,Wa; Dagaaba and Sissala areas,To be identified through local research,Unknown / to be researched,To be identified,Textile workshops; British Museum; Metropolitan Museum; KNUST textile research; community weavers,maker or workshop authority record,To be documented,"Record local language(s), English and visual/proverbial interpretation where relevant",Structured research placeholder. This row does not assert that a specific object or maker has been verified.,"Designed to prevent gaps in the national catalogue for Upper West Region and the visual system 'Cloth, pattern and social identity'.",Textile workshops; British Museum; Metropolitan Museum; KNUST textile research; community weavers,https://www.metmuseum.org/art/collection/search/687569,,research lead,unassessed,"Do not ingest images or protected knowledge until rights, consent and community authority are documented.",unverified_queue,Requires at least two independent sources or one authoritative primary source before publication.,exploratory,"Identify a specific maker or workshop authority record in Upper West Region connected to Cloth, pattern and social identity; record maker, date, locality, language, use, medium, provenance, community interpretation, source URLs, rights and custodial authority.",To be established; include colonial acquisition and movement history where relevant.,Assess before documentation or publication,,"research queue; Upper West Region; Cloth, pattern and social identity; maker or workshop authority record",2026-07-05-taxonomy-v1
ARED-GH-02036,queued,research target; no object claim,"Upper West Region: Cloth, pattern and social identity — institution or collection record research target 1",institution or collection record,P1,Visual systems before colonial rule,,,V3,"Cloth, pattern and social identity",Upper West Region,Wa; Dagaaba and Sissala areas,To be identified through local research,Unknown / to be researched,To be identified,Textile workshops; British Museum; Metropolitan Museum; KNUST textile research; community weavers,institution or collection record,To be documented,"Record local language(s), English and visual/proverbial interpretation where relevant",Structured research placeholder. This row does not assert that a specific object or maker has been verified.,"Designed to prevent gaps in the national catalogue for Upper West Region and the visual system 'Cloth, pattern and social identity'.",Textile workshops; British Museum; Metropolitan Museum; KNUST textile research; community weavers,https://www.metmuseum.org/art/collection/search/687569,,research lead,unassessed,"Do not ingest images or protected knowledge until rights, consent and community authority are documented.",unverified_queue,Requires at least two independent sources or one authoritative primary source before publication.,high,"Identify a specific institution or collection record in Upper West Region connected to Cloth, pattern and social identity; record maker, date, locality, language, use, medium, provenance, community interpretation, source URLs, rights and custodial authority.",To be established; include colonial acquisition and movement history where relevant.,Assess before documentation or publication,,"research queue; Upper West Region; Cloth, pattern and social identity; institution or collection record",2026-07-05-taxonomy-v1
