record_id,title,exclusion_reason,detail,publication_state,record_type
ARED-GH-02033,"Upper West Region: Cloth, pattern and social identity — maker or workshop authority record research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-02034,"Upper West Region: Cloth, pattern and social identity — maker or workshop authority record research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-02035,"Upper West Region: Cloth, pattern and social identity — maker or workshop authority record research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-02036,"Upper West Region: Cloth, pattern and social identity — institution or collection record research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-02037,"Upper West Region: Cloth, pattern and social identity — institution or collection record research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-02038,"Upper West Region: Cloth, pattern and social identity — institution or collection record research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-02039,"Upper West Region: Cloth, pattern and social identity — institution or collection record research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-02040,"Upper West Region: Cloth, pattern and social identity — institution or collection record research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-02041,"Upper West Region: Cloth, pattern and social identity — oral-history interview research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-02042,"Upper West Region: Cloth, pattern and social identity — oral-history interview research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-02043,"Upper West Region: Cloth, pattern and social identity — oral-history interview research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-02044,"Upper West Region: Cloth, pattern and social identity — oral-history interview research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-02045,"Upper West Region: Cloth, pattern and social identity — oral-history interview research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-02046,"Upper West Region: Cloth, pattern and social identity — publication or archival source research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-02047,"Upper West Region: Cloth, pattern and social identity — publication or archival source research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-02048,"Upper West Region: Cloth, pattern and social identity — publication or archival source research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-02049,"Upper West Region: Cloth, pattern and social identity — publication or archival source research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-02050,"Upper West Region: Cloth, pattern and social identity — publication or archival source research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-02051,"Upper West Region: Print, colonial rule and public culture — object or artefact record research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-02052,"Upper West Region: Print, colonial rule and public culture — object or artefact record research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-02053,"Upper West Region: Print, colonial rule and public culture — object or artefact record research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-02054,"Upper West Region: Print, colonial rule and public culture — object or artefact record research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-02055,"Upper West Region: Print, colonial rule and public culture — object or artefact record research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-02056,"Upper West Region: Print, colonial rule and public culture — maker or workshop authority record research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-02057,"Upper West Region: Print, colonial rule and public culture — maker or workshop authority record research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-02058,"Upper West Region: Print, colonial rule and public culture — maker or workshop authority record research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-02059,"Upper West Region: Print, colonial rule and public culture — maker or workshop authority record research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-02060,"Upper West Region: Print, colonial rule and public culture — maker or workshop authority record research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-02061,"Upper West Region: Print, colonial rule and public culture — institution or collection record research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-02062,"Upper West Region: Print, colonial rule and public culture — institution or collection record research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-02063,"Upper West Region: Print, colonial rule and public culture — institution or collection record research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-02064,"Upper West Region: Print, colonial rule and public culture — institution or collection record research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-02065,"Upper West Region: Print, colonial rule and public culture — institution or collection record research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-02066,"Upper West Region: Print, colonial rule and public culture — oral-history interview research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-02067,"Upper West Region: Print, colonial rule and public culture — oral-history interview research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-02068,"Upper West Region: Print, colonial rule and public culture — oral-history interview research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-02069,"Upper West Region: Print, colonial rule and public culture — oral-history interview research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-02070,"Upper West Region: Print, colonial rule and public culture — oral-history interview research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-02071,"Upper West Region: Print, colonial rule and public culture — publication or archival source research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-02072,"Upper West Region: Print, colonial rule and public culture — publication or archival source research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-02073,"Upper West Region: Print, colonial rule and public culture — publication or archival source research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-02074,"Upper West Region: Print, colonial rule and public culture — publication or archival source research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-02075,"Upper West Region: Print, colonial rule and public culture — publication or archival source research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-02076,Upper West Region: Independence and state visual identity — object or artefact record research target 1,publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-02077,Upper West Region: Independence and state visual identity — object or artefact record research target 2,publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-02078,Upper West Region: Independence and state visual identity — object or artefact record research target 3,publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-02079,Upper West Region: Independence and state visual identity — object or artefact record research target 4,publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-02080,Upper West Region: Independence and state visual identity — object or artefact record research target 5,publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-02081,Upper West Region: Independence and state visual identity — maker or workshop authority record research target 1,publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-02082,Upper West Region: Independence and state visual identity — maker or workshop authority record research target 2,publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-02083,Upper West Region: Independence and state visual identity — maker or workshop authority record research target 3,publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-02084,Upper West Region: Independence and state visual identity — maker or workshop authority record research target 4,publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-02085,Upper West Region: Independence and state visual identity — maker or workshop authority record research target 5,publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-02086,Upper West Region: Independence and state visual identity — institution or collection record research target 1,publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-02087,Upper West Region: Independence and state visual identity — institution or collection record research target 2,publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-02088,Upper West Region: Independence and state visual identity — institution or collection record research target 3,publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-02089,Upper West Region: Independence and state visual identity — institution or collection record research target 4,publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-02090,Upper West Region: Independence and state visual identity — institution or collection record research target 5,publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-02091,Upper West Region: Independence and state visual identity — oral-history interview research target 1,publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-02092,Upper West Region: Independence and state visual identity — oral-history interview research target 2,publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-02093,Upper West Region: Independence and state visual identity — oral-history interview research target 3,publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-02094,Upper West Region: Independence and state visual identity — oral-history interview research target 4,publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-02095,Upper West Region: Independence and state visual identity — oral-history interview research target 5,publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-02096,Upper West Region: Independence and state visual identity — publication or archival source research target 1,publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-02097,Upper West Region: Independence and state visual identity — publication or archival source research target 2,publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-02098,Upper West Region: Independence and state visual identity — publication or archival source research target 3,publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-02099,Upper West Region: Independence and state visual identity — publication or archival source research target 4,publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-02100,Upper West Region: Independence and state visual identity — publication or archival source research target 5,publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-02101,Upper West Region: Popular and everyday graphics — object or artefact record research target 1,publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-02102,Upper West Region: Popular and everyday graphics — object or artefact record research target 2,publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-02103,Upper West Region: Popular and everyday graphics — object or artefact record research target 3,publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-02104,Upper West Region: Popular and everyday graphics — object or artefact record research target 4,publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-02105,Upper West Region: Popular and everyday graphics — object or artefact record research target 5,publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-02106,Upper West Region: Popular and everyday graphics — maker or workshop authority record research target 1,publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-02107,Upper West Region: Popular and everyday graphics — maker or workshop authority record research target 2,publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-02108,Upper West Region: Popular and everyday graphics — maker or workshop authority record research target 3,publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-02109,Upper West Region: Popular and everyday graphics — maker or workshop authority record research target 4,publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-02110,Upper West Region: Popular and everyday graphics — maker or workshop authority record research target 5,publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-02111,Upper West Region: Popular and everyday graphics — institution or collection record research target 1,publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-02112,Upper West Region: Popular and everyday graphics — institution or collection record research target 2,publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-02113,Upper West Region: Popular and everyday graphics — institution or collection record research target 3,publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-02114,Upper West Region: Popular and everyday graphics — institution or collection record research target 4,publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-02115,Upper West Region: Popular and everyday graphics — institution or collection record research target 5,publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-02116,Upper West Region: Popular and everyday graphics — oral-history interview research target 1,publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-02117,Upper West Region: Popular and everyday graphics — oral-history interview research target 2,publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-02118,Upper West Region: Popular and everyday graphics — oral-history interview research target 3,publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-02119,Upper West Region: Popular and everyday graphics — oral-history interview research target 4,publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-02120,Upper West Region: Popular and everyday graphics — oral-history interview research target 5,publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-02121,Upper West Region: Popular and everyday graphics — publication or archival source research target 1,publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-02122,Upper West Region: Popular and everyday graphics — publication or archival source research target 2,publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-02123,Upper West Region: Popular and everyday graphics — publication or archival source research target 3,publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-02124,Upper West Region: Popular and everyday graphics — publication or archival source research target 4,publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-02125,Upper West Region: Popular and everyday graphics — publication or archival source research target 5,publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-02126,"Upper West Region: Digital, diasporic and contemporary design — object or artefact record research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-02127,"Upper West Region: Digital, diasporic and contemporary design — object or artefact record research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-02128,"Upper West Region: Digital, diasporic and contemporary design — object or artefact record research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-02129,"Upper West Region: Digital, diasporic and contemporary design — object or artefact record research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-02130,"Upper West Region: Digital, diasporic and contemporary design — object or artefact record research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-02131,"Upper West Region: Digital, diasporic and contemporary design — maker or workshop authority record research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-02132,"Upper West Region: Digital, diasporic and contemporary design — maker or workshop authority record research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-02133,"Upper West Region: Digital, diasporic and contemporary design — maker or workshop authority record research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-02134,"Upper West Region: Digital, diasporic and contemporary design — maker or workshop authority record research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-02135,"Upper West Region: Digital, diasporic and contemporary design — maker or workshop authority record research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-02136,"Upper West Region: Digital, diasporic and contemporary design — institution or collection record research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-02137,"Upper West Region: Digital, diasporic and contemporary design — institution or collection record research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-02138,"Upper West Region: Digital, diasporic and contemporary design — institution or collection record research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-02139,"Upper West Region: Digital, diasporic and contemporary design — institution or collection record research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-02140,"Upper West Region: Digital, diasporic and contemporary design — institution or collection record research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-02141,"Upper West Region: Digital, diasporic and contemporary design — oral-history interview research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-02142,"Upper West Region: Digital, diasporic and contemporary design — oral-history interview research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-02143,"Upper West Region: Digital, diasporic and contemporary design — oral-history interview research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-02144,"Upper West Region: Digital, diasporic and contemporary design — oral-history interview research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-02145,"Upper West Region: Digital, diasporic and contemporary design — oral-history interview research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-02146,"Upper West Region: Digital, diasporic and contemporary design — publication or archival source research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-02147,"Upper West Region: Digital, diasporic and contemporary design — publication or archival source research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-02148,"Upper West Region: Digital, diasporic and contemporary design — publication or archival source research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-02149,"Upper West Region: Digital, diasporic and contemporary design — publication or archival source research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-02150,"Upper West Region: Digital, diasporic and contemporary design — publication or archival source research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-02151,"Bono Region: Land, cosmology and authority — object or artefact record research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-02152,"Bono Region: Land, cosmology and authority — object or artefact record research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-02153,"Bono Region: Land, cosmology and authority — object or artefact record research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-02154,"Bono Region: Land, cosmology and authority — object or artefact record research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-02155,"Bono Region: Land, cosmology and authority — object or artefact record research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-02156,"Bono Region: Land, cosmology and authority — maker or workshop authority record research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-02157,"Bono Region: Land, cosmology and authority — maker or workshop authority record research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-02158,"Bono Region: Land, cosmology and authority — maker or workshop authority record research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-02159,"Bono Region: Land, cosmology and authority — maker or workshop authority record research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-02160,"Bono Region: Land, cosmology and authority — maker or workshop authority record research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-02161,"Bono Region: Land, cosmology and authority — institution or collection record research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-02162,"Bono Region: Land, cosmology and authority — institution or collection record research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-02163,"Bono Region: Land, cosmology and authority — institution or collection record research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-02164,"Bono Region: Land, cosmology and authority — institution or collection record research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-02165,"Bono Region: Land, cosmology and authority — institution or collection record research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-02166,"Bono Region: Land, cosmology and authority — oral-history interview research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-02167,"Bono Region: Land, cosmology and authority — oral-history interview research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-02168,"Bono Region: Land, cosmology and authority — oral-history interview research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-02169,"Bono Region: Land, cosmology and authority — oral-history interview research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-02170,"Bono Region: Land, cosmology and authority — oral-history interview research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-02171,"Bono Region: Land, cosmology and authority — publication or archival source research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-02172,"Bono Region: Land, cosmology and authority — publication or archival source research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-02173,"Bono Region: Land, cosmology and authority — publication or archival source research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-02174,"Bono Region: Land, cosmology and authority — publication or archival source research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-02175,"Bono Region: Land, cosmology and authority — publication or archival source research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-02176,"Bono Region: Memory, proverb and performance — object or artefact record research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-02177,"Bono Region: Memory, proverb and performance — object or artefact record research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-02178,"Bono Region: Memory, proverb and performance — object or artefact record research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-02179,"Bono Region: Memory, proverb and performance — object or artefact record research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-02180,"Bono Region: Memory, proverb and performance — object or artefact record research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-02181,"Bono Region: Memory, proverb and performance — maker or workshop authority record research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-02182,"Bono Region: Memory, proverb and performance — maker or workshop authority record research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-02183,"Bono Region: Memory, proverb and performance — maker or workshop authority record research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-02184,"Bono Region: Memory, proverb and performance — maker or workshop authority record research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-02185,"Bono Region: Memory, proverb and performance — maker or workshop authority record research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-02186,"Bono Region: Memory, proverb and performance — institution or collection record research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-02187,"Bono Region: Memory, proverb and performance — institution or collection record research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-02188,"Bono Region: Memory, proverb and performance — institution or collection record research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-02189,"Bono Region: Memory, proverb and performance — institution or collection record research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-02190,"Bono Region: Memory, proverb and performance — institution or collection record research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-02191,"Bono Region: Memory, proverb and performance — oral-history interview research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-02192,"Bono Region: Memory, proverb and performance — oral-history interview research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-02193,"Bono Region: Memory, proverb and performance — oral-history interview research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-02194,"Bono Region: Memory, proverb and performance — oral-history interview research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-02195,"Bono Region: Memory, proverb and performance — oral-history interview research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-02196,"Bono Region: Memory, proverb and performance — publication or archival source research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-02197,"Bono Region: Memory, proverb and performance — publication or archival source research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-02198,"Bono Region: Memory, proverb and performance — publication or archival source research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-02199,"Bono Region: Memory, proverb and performance — publication or archival source research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-02200,"Bono Region: Memory, proverb and performance — publication or archival source research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-02201,"Bono Region: Cloth, pattern and social identity — object or artefact record research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-02202,"Bono Region: Cloth, pattern and social identity — object or artefact record research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-02203,"Bono Region: Cloth, pattern and social identity — object or artefact record research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-02204,"Bono Region: Cloth, pattern and social identity — object or artefact record research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-02205,"Bono Region: Cloth, pattern and social identity — object or artefact record research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-02206,"Bono Region: Cloth, pattern and social identity — maker or workshop authority record research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-02207,"Bono Region: Cloth, pattern and social identity — maker or workshop authority record research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-02208,"Bono Region: Cloth, pattern and social identity — maker or workshop authority record research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-02209,"Bono Region: Cloth, pattern and social identity — maker or workshop authority record research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-02210,"Bono Region: Cloth, pattern and social identity — maker or workshop authority record research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-02211,"Bono Region: Cloth, pattern and social identity — institution or collection record research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-02212,"Bono Region: Cloth, pattern and social identity — institution or collection record research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-02213,"Bono Region: Cloth, pattern and social identity — institution or collection record research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
